iter	Passed	Remaining
1206	108132	44166
1207	108207	44071
1208	108284	43976
1209	108373	43886
1210	108454	43793
1211	108529	43698
1212	108613	43606
1213	108696	43514
1214	108790	43426
1215	108864	43330
1216	108969	43247
1217	109070	43162
1218	109163	43074
1219	109243	42981
1220	109328	42889
1221	109402	42794
1222	109478	42699
1223	109551	42603
1224	109628	42509
1225	109700	42412
1226	109781	42319
1227	109850	42222
1228	109923	42126
1229	109999	42032
1230	110111	41951
1231	110182	41855
1232	110254	41759
1233	110334	41666
1234	110411	41571
1235	110485	41476
1236	110571	41386
1237	110660	41296
1238	110735	41202
1239	110809	41106
1240	110907	41020
1241	110982	40926
1242	111068	40835
1243	111146	40741
1244	111228	40649
1245	111303	40555
1246	111382	40461
1247	111455	40366
1248	111528	40271
1249	111604	40177
1250	111706	40092
1251	111808	40008
1252	111888	39915
1253	111988	39830
1254	112061	39734
1255	112136	39640
1256	112220	39549
1257	112294	39454
1258	112371	39361
1259	112465	39273
1260	112544	39180
1261	112637	39092
1262	112716	39000
1263	112793	38906
1264	112868	38812
1265	112987	38733
1266	113070	38642
1267	113184	38561
1268	113266	38469
1269	113342	38375
1270	113435	38287
1271	113542	38204
1272	113635	38116
1273	113725	38027
1274	113803	37934
1275	113879	37841
1276	113973	37753
1277	114073	37667
1278	114142	37571
1279	114238	37484
1280	114316	37391
1281	114428	37309
1282	114505	37216
1283	114579	37122
1284	114675	37035
1285	114749	36941
1286	114826	36848
1287	114904	36755
1288	115008	36670
1289	115107	36584
1290	115207	36498
1291	115285	36405
1292	115361	36312
1293	115450	36223
1294	115527	36130
1295	115630	36045
1296	115728	35958
1297	115807	35866
1298	115880	35772
1299	115968	35682
1300	116065	35595
1301	116160	35508
1302	116233	35414
1303	116311	35321
1304	116383	35227
1305	116474	35138
1306	116548	35044
1307	116620	34950
1308	116696	34857
1309	116782	34767
1310	116866	34676
1311	116979	34594
1312	117072	34506
1313	117157	34416
1314	117232	34322
1315	117327	34235
1316	117404	34142
1317	117486	34051
1318	117558	33957
1319	117655	33870
1320	117739	33779
1321	117820	33688
1322	117903	33597
1323	117991	33508
1324	118109	33427
1325	118189	33335
1326	118292	33250
1327	118364	33156
1328	118447	33065
1329	118517	32970
1330	118592	32877
1331	118682	32789
1332	118756	32695
1333	118830	32602
1334	118908	32510
1335	119002	32422
1336	119094	32334
1337	119169	32241
1338	119245	32148
1339	119321	32056
1340	119394	31963
1341	119470	31870
1342	119545	31777
1343	119618	31684
1344	119701	31594
1345	119776	31501
1346	119866	31412
1347	119938	31319
1348	120026	31229
1349	120104	31138
1350	120195	31049
1351	120271	30957
1352	120344	30864
1353	120432	30775
1354	120522	30686
1355	120597	30594
1356	120676	30502
1357	120772	30415
1358	120843	30322
1359	120913	30228
1360	120999	30138
1361	121073	30046
1362	121152	29954
1363	121268	29872
1364	121364	29785
1365	121442	29693
1366	121530	29604
1367	121600	29511
1368	121679	29420
1369	121786	29335
1370	121864	29243
1371	121946	29153
1372	122030	29063
1373	122104	28970
1374	122187	28880
1375	122267	28789
1376	122341	28697
1377	122416	28605
1378	122493	28513
1379	122566	28421
1380	122657	28332
1381	122736	28241
1382	122812	28150
1383	122889	28058
1384	122966	27967
1385	123056	27878
1386	123152	27791
1387	123227	27699
1388	123311	27609
1389	123391	27518
1390	123485	27431
1391	123558	27339
1392	123648	27250
1393	123748	27164
1394	123823	27072
1395	123907	26982
1396	123994	26893
1397	124069	26801
1398	124143	26709
1399	124218	26618
1400	124327	26533
1401	124403	26442
1402	124506	26356
1403	124598	26268
1404	124683	26179
1405	124766	26089
1406	124839	25997
1407	124929	25908
1408	125008	25817
1409	125076	25724
1410	125156	25634
1411	125233	25543
1412	125320	25454
1413	125398	25363
1414	125483	25273
1415	125572	25185
1416	125650	25094
1417	125738	25005
1418	125829	24917
1419	125905	24826
1420	125992	24737
1421	126066	24645
1422	126141	24554
1423	126220	24464
1424	126300	24373
1425	126377	24282
1426	126455	24192
1427	126532	24101
1428	126620	24012
1429	126701	23922
1430	126800	23835
1431	126881	23746
1432	126955	23654
1433	127030	23563
1434	127104	23472
1435	127180	23381
1436	127252	23289
1437	127334	23199
1438	127429	23112
1439	127501	23021
1440	127573	22929
1441	127671	22842
1442	127762	22754
1443	127835	22663
1444	127911	22572
1445	127984	22481
1446	128061	22390
1447	128150	22302
1448	128223	22211
1449	128302	22121
1450	128406	22035
1451	128480	21944
1452	128564	21855
1453	128633	21763
1454	128712	21673
1455	128789	21582
1456	128888	21496
1457	128972	21406
1458	129066	21319
1459	129133	21227
1460	129236	21141
1461	129312	21050
1462	129394	20961
1463	129492	20874
1464	129576	20785
1465	129678	20698
1466	129769	20610
1467	129887	20527
1468	129985	20440
1469	130086	20353
1470	130160	20262
1471	130250	20174
1472	130324	20083
1473	130420	19996
1474	130504	19907
1475	130596	19819
1476	130672	19729
1477	130748	19638
1478	130821	19548
1479	130902	19458
1480	130992	19370
1481	131069	19280
1482	131148	19190
1483	131225	19100
1484	131302	19010
1485	131373	18919
1486	131472	18832
1487	131567	18744
1488	131639	18654
1489	131720	18564
1490	131803	18475
1491	131879	18385
1492	131982	18298
1493	132062	18209
1494	132139	18119
1495	132207	18028
1496	132283	17938
1497	132370	17849
1498	132452	17760
1499	132527	17670
1500	132628	17583
1501	132731	17497
1502	132803	17406
1503	132876	17316
1504	132943	17225
1505	133018	17135
1506	133122	17048
1507	133200	16959
1508	133290	16871
1509	133364	16781
1510	133453	16692
1511	133526	16602
1512	133622	16515
1513	133699	16425
1514	133788	16337
1515	133876	16248
1516	133961	16160
1517	134039	16070
1518	134143	15984
1519	134261	15899
1520	134341	15810
1521	134426	15721
1522	134499	15631
1523	134578	15541
1524	134656	15452
1525	134730	15362
1526	134835	15276
1527	134921	15187
1528	135011	15099
1529	135081	15009
1530	135159	14919
1531	135235	14829
1532	135308	14740
1533	135385	14650
1534	135460	14560
1535	135546	14472
1536	135628	14383
1537	135701	14293
1538	135775	14203
1539	135866	14116
1540	135947	14026
1541	136032	13938
1542	136119	13850
1543	136197	13760
1544	136278	13671
1545	136357	13582
1546	136431	13493
1547	136518	13404
1548	136592	13315
1549	136664	13225
1550	136745	13136
1551	136819	13047
1552	136895	12957
1553	136976	12869
1554	137050	12779
1555	137123	12690
1556	137194	12600
1557	137269	12511
1558	137348	12422
1559	137441	12334
1560	137513	12244
1561	137601	12156
1562	137687	12068
1563	137762	11979
1564	137844	11890
1565	137923	11801
1566	138001	11712
1567	138095	11625
1568	138168	11536
1569	138246	11447
1570	138359	11361
1571	138452	11273
1572	138549	11186
1573	138623	11096
1574	138723	11009
1575	138814	10921
1576	138897	10833
1577	138978	10744
1578	139054	10655
1579	139137	10567
1580	139212	10478
1581	139288	10389
1582	139374	10301
1583	139471	10213
1584	139553	10125
1585	139631	10036
1586	139711	9947
1587	139788	9859
1588	139880	9771
1589	139952	9682
1590	140039	9594
1591	140120	9505
1592	140199	9417
1593	140289	9329
1594	140373	9240
1595	140477	9153
1596	140560	9065
1597	140646	8977
1598	140739	8889
1599	140815	8800
1600	140892	8712
1601	140971	8623
1602	141074	8536
1603	141151	8447
1604	141237	8359
1605	141314	8271
1606	141405	8183
1607	141480	8094
1608	141550	8005
1609	141660	7918
1610	141752	7831
1611	141860	7744
1612	141941	7655
1613	142016	7567
1614	142089	7478
1615	142191	7391
1616	142274	7302
1617	142348	7214
1618	142421	7125
1619	142530	7038
1620	142607	6950
1621	142703	6862
1622	142798	6774
1623	142900	6687
1624	142994	6599
1625	143061	6510
1626	143135	6422
1627	143238	6334
1628	143320	6246
1629	143397	6158
1630	143493	6070
1631	143580	5982
1632	143664	5894
1633	143752	5806
1634	143823	5717
1635	143906	5629
1636	143993	5541
1637	144095	5454
1638	144170	5365
1639	144260	5277
1640	144353	5190
1641	144428	5101
1642	144506	5013
1643	144588	4925
1644	144665	4836
1645	144742	4748
1646	144856	4661
1647	144950	4573
1648	145042	4485
1649	145129	4397
1650	145250	4310
1651	145324	4222
1652	145422	4134
1653	145497	4046
1654	145603	3959
1655	145678	3870
1656	145755	3782
1657	145830	3694
1658	145908	3605
1659	145999	3518
